发布时间,来源,标题,状态,答复部门,类型,链接
2015-11-01,反映问题,反映自来水供水时断时续，水压不足，水质差,已回复,龙江环保供水有限公司,反映问题,http://www.jms.gov.cn/html/zmhd/content/4233.html
2015-10-30,反映问题,反映旧小区改造问题,已回复,向阳区,反映问题,http://www.jms.gov.cn/html/zmhd/content/4231.html
2015-10-30,反映问题,汇鑫园小区一号楼楼下环境破坏严重，无人修整管理。,已回复,住房保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4230.html
2015-10-30,反映问题,反映长青街，解放路至西林路之间车辆违停情况,已回复,交警支队,反映问题,http://www.jms.gov.cn/html/zmhd/content/4227.html
2015-10-29,反映问题,反映居民用水不干净,已回复,龙江环保供水有限公司,反映问题,http://www.jms.gov.cn/html/zmhd/content/4225.html
2015-10-29,反映问题,应提前通知停水,已回复,龙江环保供水有限公司,反映问题,http://www.jms.gov.cn/html/zmhd/content/4224.html
2015-10-29,反映问题,反映西林路西段增加公交车问题,已回复,公交办,反映问题,http://www.jms.gov.cn/html/zmhd/content/4223.html
2015-10-28,反映问题,反映大学群租房的治安消防问题,已回复,向阳区,反映问题,http://www.jms.gov.cn/html/zmhd/content/4216.html
2015-10-27,反映问题,反映东方花园长胜路口人行道问题,已回复,城乡建设局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4208.html
2015-10-27,反映问题,友谊路万象、三合路口信号灯设置,已回复,交警支队,反映问题,http://www.jms.gov.cn/html/zmhd/content/4206.html
2015-10-26,反映问题,位于杏园小区32号楼的外墙保温问题,已回复,城乡建设局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4202.html
2015-10-22,反映问题,反映供热问题,已回复,供热办,反映问题,http://www.jms.gov.cn/html/zmhd/content/4188.html
2015-10-22,反映问题,小区改造不应留尾巴,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4184.html
2015-10-21,反映问题,友谊路三合路口信号灯问题,已回复,交警支队,反映问题,http://www.jms.gov.cn/html/zmhd/content/4181.html
2015-10-20,反映问题,快递公司的快递单子是否有收费许可证,已回复,物价监督管理局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4165.html
2015-10-19,反映问题,社保查询网站何时能维修完,已回复,人力资源和社会保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4154.html
2015-10-19,反映问题,开发商多收燃气初装款以及房屋面积变小多收款何时能退？,已回复,住房保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4150.html
2015-10-19,反映问题,反映2015--2016供热费交费标准,已回复,供热办,反映问题,http://www.jms.gov.cn/html/zmhd/content/4149.html
2015-10-13,反映问题,反映供热问题,已回复,供热办,反映问题,http://www.jms.gov.cn/html/zmhd/content/4120.html
2015-10-10,反映问题,万象组团何时办房照,已回复,房屋交易与产权管理中心,反映问题,http://www.jms.gov.cn/html/zmhd/content/4112.html
2015-10-10,反映问题,反映小区配套设施,已回复,城乡建设局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4111.html
2015-10-10,反映问题,反映友谊路三合路口红绿灯问题,已回复,交警支队,反映问题,http://www.jms.gov.cn/html/zmhd/content/4110.html
2015-10-08,反映问题,反映电视信号问题,已回复,文化广电新闻出版局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4101.html
2015-10-08,反映问题,反映位于文久街爱丽家园院里非常脏乱差,已回复,住房保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4100.html
2015-10-08,反映问题,反映位于浦东街雅苑南侧胡同,已回复,郊区,反映问题,http://www.jms.gov.cn/html/zmhd/content/4099.html
2015-10-08,反映问题,反映位于保卫路0454街区,已回复,前进区,反映问题,http://www.jms.gov.cn/html/zmhd/content/4098.html
2015-10-07,反映问题,下水道马葫芦已滿需清掏问题,已回复,向阳区,反映问题,http://www.jms.gov.cn/html/zmhd/content/4088.html
2015-09-26,反映问题,下水管道漏水，已把棚顶扣板打开查看是管道接口处渗漏，请问那个部门负责。,已回复,向阳区,反映问题,http://www.jms.gov.cn/html/zmhd/content/4054.html
2015-09-15,反映问题,反映地块规划问题,已回复,城乡规划局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3974.html
2015-09-15,反映问题,反映超市占道问题,已回复,前进区,反映问题,http://www.jms.gov.cn/html/zmhd/content/3973.html
2015-09-15,反映问题,反映林苑小镇供水问题,已回复,城乡建设局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3972.html
2015-09-11,反映问题,反映超市占道问题,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3955.html
2015-09-11,反映问题,事益公司是否有营业执照,已回复,工商局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3954.html
2015-09-09,反映问题,反映交通秩序问题,已回复,交警支队,反映问题,http://www.jms.gov.cn/html/zmhd/content/3949.html
2015-09-09,反映问题,胜利东路惠尔公司附近铁路道口何时维修？,已回复,城乡建设局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3947.html
2015-08-26,反映问题,永丰家园违建影响电力安全,已回复,国网佳木斯供电公司,反映问题,http://www.jms.gov.cn/html/zmhd/content/3884.html
2015-08-25,反映问题,英伦尚城17号楼住户破坏楼梯结构，非常严重,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3880.html
2015-08-22,反映问题,建议成立社区餐厅、工作人员免费午餐,已回复,前进区,反映问题,http://www.jms.gov.cn/html/zmhd/content/3871.html
2015-08-21,反映问题,佳木斯教育驾校以南106楼迟迟没水没电无人管理,已回复,住房保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3867.html
2015-08-21,反映问题,电业和自来水停电停水应该告知,已回复,国网佳木斯供电公司,反映问题,http://www.jms.gov.cn/html/zmhd/content/3866.html
2015-08-21,反映问题,关于冬季供暖问题,已回复,供热办,反映问题,http://www.jms.gov.cn/html/zmhd/content/3864.html
2015-08-20,反映问题,小区改造问题,已回复,向阳区,反映问题,http://www.jms.gov.cn/html/zmhd/content/3860.html
2015-08-20,反映问题,反映二院医托太多了,已回复,卫生和计划生育委员会,反映问题,http://www.jms.gov.cn/html/zmhd/content/3859.html
2015-08-20,反映问题,节能工程后的遗留问题,已回复,向阳区,反映问题,http://www.jms.gov.cn/html/zmhd/content/3857.html
2015-08-12,反映问题,关于胜利路大车没有车牌行驶的问题,已回复,交警支队,反映问题,http://www.jms.gov.cn/html/zmhd/content/3812.html
2015-08-08,反映问题,反映市医保局多收缴费不符文件,已回复,人力资源和社会保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3789.html
2015-08-07,反映问题,温州城北门，新谊胡同道北，中心小区1号楼,已回复,向阳区,反映问题,http://www.jms.gov.cn/html/zmhd/content/3782.html
2015-08-07,反映问题,教师职称待遇等问题为什么不按照省文件执行,已回复,人力资源和社会保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3781.html
2015-08-06,反映问题,关于永生4号楼何时做保温问题,已回复,向阳区,反映问题,http://www.jms.gov.cn/html/zmhd/content/3778.html
2015-08-06,反映问题,反映嚣张违建问题,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3776.html
2015-08-05,反映问题,建议胜利路与光华路安红绿灯，保障人身安全。,已回复,交警支队,反映问题,http://www.jms.gov.cn/html/zmhd/content/3771.html
2015-08-05,反映问题,关于吉运花园9号楼下饭店排污问题,已回复,环境保护局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3769.html
2015-07-23,反映问题,佳木斯玉禾田的环卫工人在西林路太阳市场附近阻塞交通,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3615.html
2015-07-23,反映问题,观江国际与老肖太太烧烤中间道路今年何时维修,已回复,向阳区,反映问题,http://www.jms.gov.cn/html/zmhd/content/3609.html
2015-07-22,反映问题,沿江外滩公园一带噪音扰民,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3607.html
2015-07-22,反映问题,永佳新天地工地夜晚噪声扰民,已回复,环境保护局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3605.html
2015-07-22,反映问题,长安路老水利局 门口 商家私接牌匾,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3601.html
2015-07-21,反映问题,反映景宜餐饮扰民,已回复,环境保护局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3597.html
2015-07-21,反映问题,佳木斯市友谊路中兴村铁路以北为什么不允许老百姓盖房子,已回复,城乡规划局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3596.html
2015-07-08,反映问题,反映道路修复问题,已回复,城乡建设局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3520.html
2015-07-08,反映问题,反映胜利路水源山附近道北的路灯不亮了,已回复,城乡建设局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3519.html
2015-07-07,反映问题,再次反映永房48户下水井冒脏水问题，请领导重视！尽快解决！,已回复,前进区,反映问题,http://www.jms.gov.cn/html/zmhd/content/3513.html
2015-07-06,反映问题,反映水岸万家何时能修路,已回复,城乡建设局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3503.html
2015-07-06,反映问题,反映绿化树离住宅太近挡光问题,已回复,园林处,反映问题,http://www.jms.gov.cn/html/zmhd/content/3502.html
2015-07-06,反映问题,中山路向南行通长发镇正合村的道路 翻浆路维修问题,已回复,郊区,反映问题,http://www.jms.gov.cn/html/zmhd/content/3501.html
2015-07-06,反映问题,煤机七号楼南侧棚户区何时享受国家政策,已回复,城乡规划局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3498.html
2015-07-05,反映问题,路面挖开不及时恢复路面,已回复,燃气公司,反映问题,http://www.jms.gov.cn/html/zmhd/content/3495.html
2015-07-05,反映问题,12319城建热线无人接听,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3494.html
2015-10-19,反映问题,爱心家园成钺物业到底有没有物业资质,已回复,住房保障局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4148.html
2015-10-07,反映问题,停水应该提前通知,已回复,龙江环保供水有限公司,反映问题,http://www.jms.gov.cn/html/zmhd/content/4087.html
2015-10-04,反映问题,宽慧巷两侧私搭乱建严重为何无人管,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4085.html
2015-10-02,反映问题,宏安小区内私搭乱建危害住户安全,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4080.html
2015-09-30,反映问题,我家楼上的移动信号发射塔,已回复,环境保护局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4078.html
2015-09-30,反映问题,再议万新街长安新城西门商贩摆摊问题,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4077.html
2015-09-29,反映问题,《关于长安桥火电小区脏乱差问题》,已回复,郊区,反映问题,http://www.jms.gov.cn/html/zmhd/content/4072.html
2015-09-29,反映问题,小区配套设施,已回复,向阳区,反映问题,http://www.jms.gov.cn/html/zmhd/content/4063.html
2015-09-29,反映问题,龙翔名苑西门的电线谁来管管,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4062.html
2015-09-28,反映问题,中山林海路口机动车闯红灯现象突出,已回复,交警支队,反映问题,http://www.jms.gov.cn/html/zmhd/content/4059.html
2015-09-24,反映问题,反映路灯坏很久,已回复,城乡建设局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4050.html
2015-09-24,反映问题,反映有线电视维修问题,已回复,文化广电新闻出版局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4044.html
2015-09-23,反映问题,长桥头禧龙宾馆那里没有十字路口行人过路不安全,已回复,交警支队,反映问题,http://www.jms.gov.cn/html/zmhd/content/4041.html
2015-09-22,反映问题,反映有线电视什么时候能恢复问题,已回复,文化广电新闻出版局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4034.html
2015-09-22,反映问题,反映单元门损坏究竟该由谁来修,已回复,东风区,反映问题,http://www.jms.gov.cn/html/zmhd/content/4032.html
2015-09-22,反映问题,反映民政局家属楼宽带网问题,已回复,文化广电新闻出版局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4031.html
2015-09-22,反映问题,对反映超市占道问题处理结果表示深深的感谢,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4026.html
2015-09-21,反映问题,反映路面恢复问题,已回复,城乡建设局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4021.html
2015-09-21,反映问题,反映万象组团爆鼎鸡头烧烤排烟死灰复燃严重扰民,已回复,环境保护局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4018.html
2015-09-21,反映问题,反映违建拆除问题,已回复,城市管理行政执法局,反映问题,http://www.jms.gov.cn/html/zmhd/content/4017.html
2015-09-09,反映问题,反映无证无照开诊所,已回复,卫生和计划生育委员会,反映问题,http://www.jms.gov.cn/html/zmhd/content/3941.html
2015-09-06,反映问题,反映道路维修问题,已回复,城乡建设局,反映问题,http://www.jms.gov.cn/html/zmhd/content/3933.html
